,1. open,2. high,3. low,4. close,5. volume
2025-03-13 19:55:00,0.30189910858168645,0.023060792897991345,0.7333309470330818,0.2908855438313367,0.00040409621816083125
2025-03-13 19:50:00,0.2974726148950495,0.023239558734409638,0.7258141012447545,0.3120952846011775,0.0002036633702930849
2025-03-13 19:45:00,0.27130122595516326,0.02002177367887592,0.7199080081253513,0.3118829748837584,9.017371291597278e-05
2025-03-13 19:40:00,0.25455398486425196,0.01930671033320186,0.7172234203438066,0.2700154986093679,3.876626910406306e-05
2025-03-13 19:35:00,0.29169981437284775,0.02234572955231684,0.7270669088761395,0.31636270992122917,0.00013139798821322826
2025-03-13 19:30:00,0.31872794402627136,0.023239558734409638,0.686798092152948,0.3439629731852776,0.0013358210228775064
2025-03-13 19:25:00,0.3182179793158326,0.023239558734409638,0.7351296208467168,0.3439629731852776,1.1868658475700468e-05
2025-03-13 19:20:00,0.33249699120820253,0.02234572955231684,0.686798092152948,0.32910129296617185,0.0001829458895218918
2025-03-13 19:15:00,0.36105501499296366,0.02574228044426885,0.742610672131292,0.3436657395808993,2.7951041854016486e-05
2025-03-13 19:10:00,0.31087448748546365,0.531917746263348,0.7458590233469629,0.36307084775269516,0.0003190492038763741
2025-03-13 19:05:00,0.3182179793158326,0.026636109626361648,0.686798092152948,0.35457845905606433,0.0003137118189997277
2025-03-13 19:00:00,0.3447361442588175,0.02502721709859479,0.749438473722357,0.3312243901403278,0.0002441853581065711
2025-03-13 18:55:00,0.38145360341064105,0.02681487546277994,0.7557025118792993,0.35670155623022026,0.00036989481770126836
2025-03-13 18:50:00,0.36105501499296366,0.02770870464487274,0.7619665500362416,0.39491730536506253,0.0003510032843878753
2025-03-13 18:45:00,0.3630948738347257,0.02502721709859479,0.7619665500362416,0.373686333623489,0.00012711403456223578
2025-03-13 18:40:00,0.37125430920180236,0.03003266051831366,0.7601768248485428,0.37580943079764495,0.0008311572370409173
2025-03-13 18:35:00,0.34269628541704833,0.02860253382696598,0.7512281989100558,0.3651939449268582,0.0004536777145149409
2025-03-13 18:30:00,0.33861656773351,0.026993641299199123,0.7422795729715688,0.35457845905606433,0.00022852434721851666
2025-03-13 18:25:00,0.29169981437284775,0.022882027061572163,0.7351206722207806,0.35033226470775247,0.0002991042393373271
2025-03-13 18:20:00,0.30189910858168645,0.02037930535171295,0.7333309470330818,0.30150102970212345,0.00015843605633834466
2025-03-13 18:15:00,0.31209840279052514,0.022524495388735577,0.7351206722207806,0.3121165155729173,0.0005217996004405589
2025-03-13 18:10:00,0.30597882626521766,0.02234572955231684,0.7327045432173875,0.32273200144370406,0.0008308060932990326
2025-03-13 18:05:00,0.2733410847969324,0.021273134533805305,0.7163285577499536,0.3184858070953922,0.0006123946858467932
2025-03-13 18:00:00,0.22642433143626306,0.02091560286096872,0.7064850692176208,0.2717776692639191,0.0004656868304873952
2025-03-13 17:55:00,0.1999061664932782,0.013228671894971455,0.6966415806852844,0.2314388229549209,0.0006946325501961734
